America’s Misguided Immigration Debate	アメリカ の 見当 違い な 移民 討論
The sovereign state is influenced by them (for better and for worse) as much as it is able to influence them.	主権 国家 が これ ら の アクター へ 影響 を 及ぼす こと が できる の と 同様 に 、 彼 ら から も （ 良い 方向 に も 悪い 方向 に も ） 影響 を 受ける 。
The near monopoly of power once enjoyed by sovereign entities is being eroded.	かつて 、 主権 が 享受 し た ほぼ 独占 的 な 権力 が 、 徐々 に 失わ れ つつ ある 。
As a result, new mechanisms are needed for regional and global governance that include actors other than states.	結果 と し て 、 地域 的 ・ 国際 的 統治 に は 、 国家 以外 の アクター を 含む 新た な 仕組み が 必要 で ある 。
This is not to argue that Microsoft, Amnesty International, or Goldman Sachs be given seats in the United Nations General Assembly, but it does mean including representatives of such organizations in regional and global deliberations when they have the capacity to affect whether and how regional and global challenges are met.	これ は 、 マイクロ ソフト 、 アムネスティ ・ インターナショナル 、 あるいは ゴールドマン ・ サックス など に 国連 総会 の 議席 を 与える と いう 議論 で は ない が 、 地域 的 ・ 国際 的 挑戦 が 達成 さ れる か 、 また どう すれ ば 達成 さ れる か と いう 問題 に 影響 を 及ぼす 力 が ある なら ば 、 この よう な 組織 の 代表 者 を 地域 的 ・ 国際 的 な 審議 に 加える と いう こと を 意味 する 。
Moreover, states must be prepared to cede some sovereignty to world bodies if the international system is to function.	さらに 、 国際 社会 を 機能 さ せる ため に 、 国家 は 主権 を 国際 主体 に 譲る 覚悟 が なけれ ば なら ない 。
This is already taking place in the trade realm.	貿易 の 分野 で は 、 すでに その 動き が 見 られる 。
Governments agree to accept the rulings of the World Trade Organization because on balance they benefit from an international trading order even if a particular decision requires that they alter a practice that is their sovereign right to carry out.	各国 政府 は 、 本来 彼 ら が 主権 の もと に 行う 慣例 を 、 特殊 な 決定 に より 変え なけれ ば なら ない と し て も 、 結局 の ところ 、 国際 貿易 体制 から 利潤 を 得る ため 、 WTO （ 世界 貿易 機関 ） に よる 管理 の 受け入れ に 同意 し て いる 。
Some governments are prepared to give up elements of sovereignty to address the threat of global climate change.	政府 に よっ て は 、 世界 的 異常 気象 の 脅威 に 取り組む ため 、 主権 の 要素 を 手放す 覚悟 を 見せ て いる 。
Under one such arrangement, the Kyoto Protocol, which runs through 2012, signatories agree to cap specific emissions.	それ を 表す 取り決め の 一 例 、 2012 年 まで を 期間 目標 と する 京都 議定 書 の 加盟 国 は 、 具体 的 な 排出 に 対する 規制 に 同意 し て いる 。
What is needed now is a successor arrangement in which a larger number of governments, including the United States, China, and India, accept emissions limits or adopt common standards because they recognize that they would be worse off if no country did.	今 、 必要 と さ れる の は 、 アメリカ 、 中国 、 インド を 含む 、 より 多く の 政府 が 排出 規制 を 受け入れる 、 あるいは 共通 基準 を 採用 する 後継 の 協定 で ある 。 どの 国 も 規制 を 受け入れ ない と し たら 、 生活 環境 が 悪化 の 一途 を たどる こと は 彼 ら も 認識 し て いる の だ から 。
All of this suggests that sovereignty must be redefined if states are to cope with globalization.	これ ら は 全て 、 国際 化 を うまく 進める ため に は 、 主権 の 定義 を 改める 必要 が ある こと を 示唆 し て いる 。
At its core, globalization entails the increasing volume, velocity, and importance of flows – within and across borders – of people, ideas, greenhouse gases, goods, dollars, drugs, viruses, emails, weapons, and a good deal else, challenging one of sovereignty’s fundamental principles: the ability to control what crosses borders in either direction.	国際 化 と は 、 ひと 、 アイディア 、 温暖 効果 ガス 、 もの 、 ドル 、 麻薬 、 ウイルス 、 E メール 、 武器 、 その 他 諸々 の 流通 （ 国境 の 内 で 、 そして 国境 を 越え て ） の 容量 、 速度 、 そして 重要 性 の 高まり を 必然 的 に 伴い 、 主権 の 基本 原理 の 一 つ で ある 、 国境 を 越え て 両 方向 に 運ば れる もの を 管理 する 能力 を 問う 。
Sovereign states increasingly measure their vulnerability not to one another, but to forces beyond their control.	主権 国家 は 国家 同士 で は なく 、 彼 ら の 管理 の 及ば ない 動力 に 対する 弱 さ を 次第 に 認識 し て いる 。
Globalization thus implies that sovereignty is not only becoming weaker in reality, but that it needs to become weaker.	つまり 、 主権 は 単に 実際 に 弱まっ て き て いる だけ で なく 、 弱まる 必要 が ある の だ と いう こと を 国際 化 は 暗示 する 。
States would be wise to weaken sovereignty in order to protect themselves, because they cannot insulate themselves from what goes on elsewhere.	国家 は 主権 を 弱める こと で 自ら を 賢く 守ら なけれ ば なら ない 。 ほか で 起こっ て いる 流れ から 孤立 する こと は でき ない の だ 。
Sovereignty is no longer a sanctuary.	�� 権 は もはや 、 聖域 で は なくなっ た 。
This was demonstrated by the American and world reaction to terrorism.	これ を 実際 に 示し た の が アメリカ と 世界 の テロリズム に 対する 反応 で あっ た 。
Afghanistan’s Taliban government, which provided access and support to al-Qaeda, was removed from power.	アル・カイーダ に 出入り と 支持 を 与え た アフガニスタン の タリバン 政府 は 、 権力 から 除去 さ れ た 。
Similarly, America’s preventive war against an Iraq that ignored the UN and was thought to possess weapons of mass destruction showed that sovereignty no longer provides absolute protection.	同様 に 、 大量 破壊 兵器 の 保持 を 疑い 、 国連 を 無視 し た アメリカ の イラク に 対する 予防 戦争 は 、 主権 が もはや 完全 な 防御 に は なら ない こと を 示し た 。
Imagine how the world would react if some government were known to be planning to use or transfer a nuclear device or had already done so.	もし ある 国 の 政府 が 核 爆弾 の 使用 また は 輸送 を 計画 し て いる と か 、 もう すでに 実行 し た など と いう こと が わかっ たら 、 世界 が どう 反応 する か 、 想像 し て み て ほしい 。
Many would argue – correctly – that sovereignty provides no protection for that state.	大勢 が （ 当然 だ が ） 、 主権 は その 国 に 何 の 擁護 も もたらさ ない 、 と 主張 する だろう 。
Necessity may also lead to reducing or even eliminating sovereignty when a government, whether from a lack of capacity or conscious policy, is unable to provide for the basic needs of its citizens.	政府 が 、 能力 また は 理性 的 政策 の 欠如 の ため に 、 市民 の 基本 的 要求 を 満たせ ない 場合 は 、 貧困 が 主権 の 効力 を 引き下げ 、 あるいは 消し去り さえ する 可能 性 も ある 。
